no,name,year,cc,distance,color,gear,fuel,option,seat,flooding,insurance,release,price
118,벤츠 E클래스 E200 쿠페,2014,1991,96223,흰색,자동,가솔린,39,4,0,1,6250,2390
31,제네시스 G80 3.3 GDi 럭셔리,2017,3342,132907,흰색,자동,가솔린,48,5,0,2,4880,2390
10,쉐보레 볼트 EV 전기 2WD LT 디럭스,2019,1500,26000,흰색,자동,전기,36,5,0,0,4693,2390
19,크라이슬러 뉴 그랜드보이저 3.6 리미티드,2014,3604,87281,검정색,자동,가솔린,42,7,0,0,6070,2390
13,아우디 A6 4세대 40 TFSI 콰트로 다이나믹,2015,1984,86067,검정색,자동,가솔린,52,5,0,3,6540,2390
68,기아 올 뉴 카니발 3.3 GDi 9인승 노블레스,2016,3342,39272,은색,자동,가솔린,41,9,0,2,3565,2380
340,현대 뉴 제네시스 G330 모던 AWD,2014,3342,63031,검정색,자동,가솔린,44,5,0,4,4910,2380
381,기아 셀토스 1.6 터보 2WD 노블레스,2019,1591,13719,흰색,자동,가솔린,44,5,0,0,2490,2380
391,기아 더 뉴 쏘렌토 2.0 디젤 2WD 노블레스,2018,1995,88437,흰색,자동,디젤,49,5,0,0,3165,2380
40,현대 뉴 제네시스 G330 모던,2015,3342,39000,흰색,자동,가솔린,37,5,0,6,4650,2380
351,기아 더 뉴 쏘렌토 2.2 디젤 2WD No.1 에디션,2018,2199,69715,검정색,자동,디젤,37,5,0,3,3180,2380
199,기아 더 뉴 쏘렌토 2.2 디젤 2WD No.1 에디션,2018,2199,69715,검정색,자동,디젤,37,5,0,3,3180,2380
96,제네시스 G80 3.3 GDi AWD 럭셔리,2016,3342,117505,검정색,자동,가솔린,0,5,0,3,4810,2380
120,쌍용 뷰티풀 코란도 1.5 가솔린 4WD C5 플러스,2019,1497,5968,흰색,자동,가솔린,0,5,0,0,2832,2380
345,기아 올 뉴 카니발 2.2 디젤 9인승 노블레스,2015,2199,88362,흰색,자동,디젤,50,9,0,0,3630,2370
36,기아 스팅어 2.2 디젤 플래티넘,2017,2199,92184,흰색,자동,디젤,48,5,0,4,4030,2370
258,르노삼성 QM6 2.0 GDe 2WD RE,2019,1997,20724,흰색,자동,가솔린,0,5,0,1,2855,2370
105,르노삼성 QM6 2.0 GDe 2WD RE,2019,1997,20724,흰색,자동,가솔린,0,5,0,1,2855,2370
3,현대 그랜져IG 3.0 GDI 익스클루시브 스페셜,2017,2999,58956,진회색,자동,가솔린,47,5,0,4,3870,2370
115,기아 올 뉴 K7 2.4 GDi 리미티드,2017,2359,51089,검정색,자동,가솔린,32,5,0,1,3290,2370
31,제네시스 G80 3.3 GDi 럭셔리,2016,3342,110000,진회색,자동,가솔린,34,5,0,2,4810,2369
121,쌍용 G4 렉스턴 2.2 디젤 4WD 유라시아 에디션,2018,2157,110819,기타색상,자동,디젤,44,5,0,0,3890,2360
9,기아 올 뉴 K7 2.4 GDi 리미티드 에디션,2016,2359,37922,흰색,자동,가솔린,0,5,0,1,3290,2360
38,현대 더 뉴 맥스크루즈 3.3 V6 GDi 4WD 프레스티지,2015,3342,47017,검정색,자동,가솔린,47,7,0,1,3799,2360
502,현대 그랜져IG 3.0 GDI 익스클루시브,2017,2999,59000,검정색,자동,가솔린,50,5,0,1,3595,2359
53,기아 더 뉴 니로 1.6 GDI HEV 노블레스 스페셜,2019,1580,29000,검정색,자동,가솔린,0,5,0,2,3130,2350
164,현대 i30 PD 1.6 T-GDi N 라인,2020,1591,9980,흰색,자동,가솔린,36,5,0,0,2556,2350
219,제네시스 G80 3.3 GDi 럭셔리,2017,3342,113300,검정색,자동,가솔린,0,5,0,1,4810,2350
220,제네시스 G80 3.3 GDi AWD 프리미엄 럭셔리,2016,3342,130300,진회색,자동,가솔린,0,5,0,1,5510,2350
310,르노삼성 XM3 1.3 TCe RE 시그니처,2020,1332,3437,검정색,자동,가솔린,36,5,0,0,2532,2350
345,기아 더 뉴 쏘렌토 2.2 디젤 2WD 마스터,2019,2199,16642,흰색,자동,디젤,47,5,0,2,3210,2350
27,현대 뉴 제네시스 G380 프레스티지,2014,3778,118549,검정색,자동,가솔린,52,5,0,3,6070,2350
33,쉐보레 더 뉴 말리부 1.6 디젤 LT 프리미엄,2019,1598,7842,흰색,자동,디젤,42,5,0,0,3195,2350
146,BMW 5시리즈 520d xDrive,2015,1995,98000,흰색,자동,디젤,38,5,0,5,6790,2350
196,BMW 1시리즈 118d M 스포츠 쉐도우 에디션,2017,1995,32748,흰색,자동,디젤,78,5,0,1,4410,2350
31,기아 더 뉴 모하비 3.0 디젤 상시4WD 프레지던트,2016,2959,152931,검정색,자동,디젤,43,5,0,1,4680,2350
23,캐딜락 뉴 CTS 2.0 프리미엄 AWD,2014,1998,74890,검정색,자동,가솔린,47,5,0,0,6900,2350
22,르노삼성 QM6 2.0 dCi 4WD RE,2019,1995,14000,청색,자동,디젤,46,5,0,1,3315,2350
108,현대 벨로스터 N 2.0 T-GDi 퍼포먼스 패키지,2018,1998,45000,하늘색,수동,가솔린,35,5,0,1,3165,2350
289,현대 아이오닉 하이브리드 Q,2019,1580,37000,흰색,자동,가솔린,0,5,0,2,2727,2350
137,현대 아이오닉 하이브리드 Q,2019,1580,37000,흰색,자동,가솔린,0,5,0,2,2727,2350
37,기아 올 뉴 쏘렌토 2.0 디젤 4WD 노블레스 스페셜,2017,1995,79400,검정색,자동,디젤,47,5,0,0,3530,2340
104,쌍용 렉스턴 스포츠 2.2 디젤 4WD 노블레스,2018,2157,80891,회색,자동,디젤,27,5,0,1,3238,2340
355,기아 올 뉴 카니발 2.2 디젤 9인승 노블레스,2015,2199,69733,흰색,자동,디젤,54,9,0,4,3630,2330
402,기아 더 뉴 카니발 2.2 디젤 11인승 프레스티지,2019,2199,31271,흰색,자동,디젤,40,11,0,0,3390,2330
8,현대 벨로스터 N 2.0 T-GDi 퍼포먼스 패키지,2018,1998,41030,진회색,수동,가솔린,0,5,0,1,3165,2330
243,기아 스포티지 더 볼드 2.0 디젤 2WD 인텔리전트,2018,1995,24000,청옥색,자동,디젤,58,5,0,0,3038,2330
90,기아 스포티지 더 볼드 2.0 디젤 2WD 인텔리전트,2018,1995,24000,청옥색,자동,디젤,58,5,0,0,3038,2330
43,현대 싼타페TM 2.0 디젤 2WD 모던,2018,1995,25039,검정색,자동,디젤,0,5,0,1,2842,2330
121,현대 뉴 제네시스 G380 프레스티지,2015,3778,149046,검정색,자동,가솔린,52,5,0,2,6070,2320
3,현대 싼타페 더 프라임 2.0 T-GDi 2WD 밸류 플러스,2017,1998,23697,흰색,자동,가솔린,49,5,0,1,3040,2320
236,현대 쏘나타 G2.0 프리미엄 DN8,2019,1999,12000,흰색,자동,가솔린,21,5,0,2,2592,2310
276,르노삼성 SM6 2.0 GDe RE,2018,1997,39173,흰색,자동,가솔린,46,5,0,0,3100,2310
84,현대 쏘나타 G2.0 프리미엄 DN8,2019,1999,12000,흰색,자동,가솔린,21,5,0,2,2592,2310
124,르노삼성 SM6 2.0 GDe RE,2018,1997,39173,흰색,자동,가솔린,46,5,0,0,3100,2310
160,현대 더 뉴 그랜드스타렉스 밴 5인승 모던,2019,2497,20712,진청색,자동,디젤,22,5,0,1,2495,2300
60,벤츠 S클래스 S500L,2006,5461,120000,자주색,자동,가솔린,44,5,0,10,20660,2300
443,벤츠 E클래스 E350 카브리올레,2011,3498,83400,회색,자동,가솔린,25,4,0,6,8740,2300
141,폭스바겐 티구안 1세대 2.0 TDI,2015,1968,96000,진회색,자동,디젤,24,5,0,3,4330,2300
264,BMW 3시리즈 320d,2016,1995,56500,흰색,자동,디젤,41,5,0,1,5150,2300
111,BMW 3시리즈 320d,2016,1995,56500,흰색,자동,디젤,41,5,0,1,5150,2300
77,현대 더 뉴 맥스크루즈 R2.2 e-VGT 2WD 익스클루시브 스페셜,2016,2199,46451,흰색,자동,디젤,38,7,0,0,3706,2300
9,도요타 프리우스 1.8 하이브리드,2019,1798,12000,흰색,자동,가솔린,32,5,0,0,3273,2300
9,도요타 프리우스 1.8 하이브리드,2019,1798,12000,흰색,자동,가솔린,32,5,0,0,3273,2300
43,기아 올 뉴 쏘렌토 2.2 디젤 4WD 노블레스 스페셜,2017,2199,110000,청색,자동,디젤,37,5,0,2,3575,2300
342,BMW 3시리즈 320i M 스포츠,2018,1995,11864,흰색,자동,가솔린,43,5,0,2,5060,2299
433,현대 그랜져IG 3.0 LPi 모던,2017,2999,47146,갈색,자동,LPG,36,5,0,3,2895,2299
8,기아 셀토스 1.6 터보 2WD 노블레스,2020,1591,7608,흰색,자동,가솔린,37,5,0,0,2490,2299
172,현대 더 뉴 그랜드스타렉스 웨건 12인승 2WD 모던,2018,2497,36065,은색,자동,디젤,26,12,0,1,2750,2290
88,현대 더 뉴 맥스크루즈 R2.2 e-VGT 2WD 익스클루시브 스페셜,2016,2199,47000,흰색,자동,디젤,44,7,0,1,3706,2290
315,현대 쏘나타 G2.0 프리미엄 DN8,2019,1999,19797,검정색,자동,가솔린,22,5,0,1,2592,2290
40,기아 스팅어 2.2 디젤 프라임,2017,2199,77980,흰색,자동,디젤,39,5,0,2,3720,2290
102,기아 더 뉴 쏘렌토 2.0 디젤 2WD 마스터,2019,1995,30219,진회색,자동,디젤,45,5,0,1,3195,2290
71,기아 올 뉴 카니발 2.2 디젤 7인승 리무진 VIP,2015,2199,136748,검정색,자동,디젤,0,7,0,0,3530,2290
88,르노삼성 QM6 2.0 GDe 2WD RE 시그니처,2018,1997,25160,파란색,자동,가솔린,44,5,0,0,3050,2290
67,현대 더 뉴 그랜드스타렉스 어반 9인승 2WD 프리미엄 스페셜,2018,2497,42480,흰색,자동,디젤,28,9,0,0,2845,2290
9,현대 코나 1.6 T-GDi 2WD 프리미엄,2019,1591,1768,흰색,자동,가솔린,43,5,0,0,2381,2290
36,현대 뉴 에쿠스 VS 380 모던,2013,3778,86402,검정색,자동,가솔린,0,5,0,2,6839,2280
30,쌍용 G4 렉스턴 2.2 디젤 4WD 프라임,2017,2157,106298,흰색,자동,디젤,0,5,0,1,3815,2280
225,혼다 올 뉴 시빅 스포츠 1.5 터보,2019,1498,2000,진회색,자동,가솔린,32,5,0,0,3290,2280
10,현대 뉴 제네시스 G330 프리미엄,2014,3342,110000,흰색,자동,가솔린,41,5,0,1,5255,2280
53,현대 뉴 에쿠스 VS 380 모던,2015,3778,94702,검정색,자동,가솔린,42,5,0,4,6783,2270
319,미니 쿠퍼 3세대 D 1.5,2018,1496,14562,검정색,자동,디젤,32,4,0,1,3460,2270
166,미니 쿠퍼 3세대 D 1.5,2018,1496,14562,검정색,자동,디젤,32,4,0,1,3460,2270
114,기아 모하비 KV300 4WD 최고급형,2014,2959,70281,검정색,자동,디젤,34,7,0,1,4511,2270
447,현대 그랜져IG 3.0 LPi 모던,2017,2999,69214,흰색,자동,LPG,34,5,0,1,2895,2269
536,현대 뉴 제네시스 G330 모던,2014,3342,71797,검정색,자동,가솔린,44,5,0,1,4650,2250
600,쌍용 렉스턴 스포츠 2.2 디젤 4WD 어드벤처,2018,2157,46836,진회색,자동,디젤,22,5,0,2,2766,2250
287,르노삼성 QM6 2.0 GDe 2WD LE,2019,1997,7628,흰색,자동,가솔린,2,5,0,0,2640,2250
388,기아 더 뉴 모하비 3.0 디젤 4WD VIP,2016,2959,127731,검정색,자동,디젤,42,7,0,1,4251,2250
134,현대 그랜져IG 3.0 GDI 익스클루시브 스페셜,2017,2999,92000,검정색,자동,가솔린,57,5,0,0,3900,2250
35,현대 그랜져IG 3.0 GDI 익스클루시브,2017,2999,87216,진회색,자동,가솔린,43,5,0,0,3595,2250
127,현대 뉴 제네시스 G330 프리미엄 AWD,2015,3342,117286,검정색,자동,가솔린,50,5,0,4,5401,2250
26,현대 뉴 에쿠스 VS 380 모던,2013,3778,91794,흰색,자동,가솔린,41,5,0,3,6839,2240
618,현대 쏘나타 뉴 라이즈 하이브리드 2.0 HEV 모던,2018,1999,30000,흰색,자동,가솔린,49,5,0,1,3140,2240
643,현대 쏘나타 뉴 라이즈 1.7 e-VGT 모던,2017,1685,34000,검정색,자동,디젤,47,5,0,0,3158,2240
52,기아 더 뉴 K5 2세대 2.0 가솔린 인텔리전트,2018,1999,23300,흰색,자동,가솔린,48,5,0,4,2930,2240
42,기아 올 뉴 K7 하이브리드 2.4 HEV 노블레스,2017,2359,108715,진청색,자동,가솔린,0,5,0,1,4023,2240
646,쉐보레 이쿼녹스 1.6 디젤 LT,2018,1598,26000,흰색,자동,디젤,39,5,0,1,3403,2230
321,폭스바겐 시로코 3세대 2.0 TSI R,2013,1984,102000,파란색,자동,가솔린,28,4,0,3,5450,2230
168,폭스바겐 시로코 3세대 2.0 TSI R,2013,1984,102000,파란색,자동,가솔린,28,4,0,3,5450,2230
2,현대 올 뉴 투싼 1.7 E-VGT 2WD 모던,2015,1685,1245380,흰색투톤,자동,디젤,31,5,0,2,2550,2230
178,기아 K9 3.3 GDI 이그제큐티브,2014,3342,31070,검정색,자동,가솔린,45,5,0,0,5590,2220
9,기아 올 뉴 카니발 2.2 디젤 9인승 노블레스,2016,2199,102841,흰색,자동,디젤,48,9,0,6,3705,2220
28,쌍용 렉스턴 스포츠 2.2 디젤 4WD 어드벤처,2018,2157,24000,진회색,자동,디젤,29,5,0,1,2766,2210
106,랜드로버 레인지로버 이보크 2.0 Si4 프레스티지,2013,1999,108850,검정색,자동,가솔린,44,5,0,12,7980,2200
44,기아 스포티지 4세대 2.0 디젤 2WD 노블레스 스페셜,2017,1995,38567,진주색,자동,디젤,50,5,0,1,2935,2200
210,현대 그랜져IG 3.0 LPi 모던,2017,2999,57860,흰색,자동,LPG,40,5,0,2,2850,2200
59,현대 그랜져IG 3.0 LPi 모던,2017,2999,57860,흰색,자동,LPG,40,5,0,2,2850,2200
60,현대 싼타페 더 프라임 2.0 디젤 2WD 프리미엄,2018,1995,51000,은색,자동,디젤,40,5,0,0,2985,2200
48,BMW 3시리즈 320d,2016,1995,92640,흰색,자동,디젤,46,5,0,3,5150,2200
123,기아 올 뉴 카니발 2.2 디젤 9인승 프레스티지,2016,2199,32000,검정색,자동,디젤,0,9,0,1,3270,2200
25,기아 올 뉴 K7 3.3 GDi 리미티드 에디션,2016,3342,60245,진주색,자동,가솔린,37,5,0,0,3670,2200
524,현대 뉴 제네시스 G330 모던,2016,3342,110975,흰색,자동,가솔린,0,5,0,2,4650,2199
25,BMW 5시리즈 520i,2013,1997,35470,흰색,자동,가솔린,36,5,0,4,6160,2199
21,현대 더 뉴 그랜드스타렉스 웨건 11인승 2WD 스마트,2019,2497,11000,은색,자동,디젤,17,11,0,3,2635,2199
273,현대 쏘나타 뉴 라이즈 2.0 T-GDi 익스클루시브,2017,1998,32768,검정색,자동,가솔린,49,5,0,0,3293,2199
121,현대 쏘나타 뉴 라이즈 2.0 T-GDi 익스클루시브,2017,1998,32768,검정색,자동,가솔린,49,5,0,0,3293,2199
108,현대 뉴 제네시스 G330 프리미엄 AWD,2016,3342,148105,회색,자동,가솔린,30,5,0,2,5401,2199
197,BMW 5시리즈 520d M 스포츠,2013,1995,102523,흰색,자동,디젤,37,5,0,1,6630,2190
357,기아 모하비 KV300 4WD,2014,2959,93877,흰색,자동,디젤,42,7,0,2,4538,2190
460,쌍용 G4 렉스턴 2.2 디젤 4WD 헤리티지,2017,2157,110000,청옥색,자동,디젤,23,5,0,2,4510,2190
482,현대 그랜져HG 하이브리드 2.4 HEV 프리미엄,2016,2359,60000,하늘색,자동,가솔린,41,5,0,2,3709,2190
137,기아 스포티지 더 볼드 2.0 디젤 2WD 프레스티지,2019,1995,16000,진회색,자동,디젤,41,5,0,0,2597,2190
224,혼다 HR-V 1.8 2WD,2019,1799,2000,흰색,자동,가솔린,33,5,0,0,3190,2190
5,벤츠 SLK클래스 SLK200 블루이피션시 R172,2012,1796,115449,흰색,자동,가솔린,0,2,0,2,6790,2190
296,현대 싼타페 더 프라임 2.0 디젤 4WD 익스클루시브,2016,1995,59667,흰색,자동,디젤,34,7,0,0,3408,2190
144,현대 싼타페 더 프라임 2.0 디젤 4WD 익스클루시브,2016,1995,59667,흰색,자동,디젤,34,7,0,0,3408,2190
43,현대 코나 1.6 T-GDi 2WD 모던 아트,2019,1591,2410,흰색,자동,가솔린,42,5,0,0,2184,2190
362,기아 더 뉴 카니발 2.2 디젤 9인승 프레스티지,2018,2199,52108,흰색,자동,디젤,37,9,0,2,3470,2180
47,현대 뉴 에쿠스 VS 380 프레스티지,2013,3778,42085,검정색,자동,가솔린,45,5,0,6,8590,2180
396,기아 올 뉴 카니발 2.2 디젤 9인승 노블레스,2014,2199,34775,검정색,자동,디젤,44,9,0,0,3630,2150
476,현대 코나 1.6 e-VGT 2WD 프리미엄,2018,1582,14000,흰색,자동,디젤,37,5,0,0,2572,2150
562,현대 뉴 제네시스 G330 프리미엄 AWD,2014,3342,82000,은색,자동,가솔린,50,5,0,1,5401,2150
80,포르쉐 카이엔 4.8 터보 957,2007,4806,69500,검정색,자동,가솔린,27,5,0,4,16700,2150
3,현대 벨로스터 1.6 T-GDi 스포츠 코어 JS,2020,1591,800,진회색,자동,가솔린,0,4,0,0,2563,2150
41,현대 벨로스터 N 2.0 T-GDi,2019,1998,10987,검정색,자동,가솔린,0,4,0,4,2965,2150
164,아우디 A6 4세대 2.0 TDI 다이내믹 LED,2014,1968,75000,흰색,자동,디젤,39,5,0,0,6360,2150
2,현대 싼타페 더 프라임 2.0 디젤 2WD 익스클루시브,2016,1995,31868,흰색,자동,디젤,43,5,0,1,3140,2150
175,현대 아슬란 G300 익스클루시브,2015,2999,81051,흰색,자동,가솔린,43,5,0,1,4210,2150
235,현대 그랜져IG 2.4 GDI 프리미엄,2019,2359,8000,검정색,자동,가솔린,44,5,0,1,3235,2150
22,현대 아슬란 G300 익스클루시브,2015,2999,81051,흰색,자동,가솔린,43,5,0,1,4210,2150
83,현대 그랜져IG 2.4 GDI 프리미엄,2019,2359,8000,검정색,자동,가솔린,44,5,0,1,3235,2150
5,르노삼성 SM6 2.0 GDe RE,2019,1997,14125,검정색,자동,가솔린,0,5,0,1,3100,2150
5,르노삼성 SM6 2.0 GDe RE,2019,1997,14125,검정색,자동,가솔린,0,5,0,1,3100,2150
39,현대 더 뉴 그랜드스타렉스 밴 3인승 스마트,2020,2497,11342,검정색,자동,디젤,15,3,0,1,2380,2150
12,쉐보레 이쿼녹스 1.6 디젤 LT,2018,1598,48935,흰색,자동,디젤,38,5,0,0,3403,2150
79,현대 그랜져IG 3.0 GDI 익스클루시브,2017,2999,70114,흰색,자동,가솔린,44,5,0,2,3595,2140
257,현대 i30 PD 1.6 T-GDi N 라인,2018,1591,10000,진회색,자동,가솔린,41,5,0,2,2556,2140
335,현대 뉴 제네시스 G330 프리미엄 AWD,2015,3342,174580,검정색,자동,가솔린,56,5,0,0,5401,2140
104,현대 i30 PD 1.6 T-GDi N 라인,2018,1591,10000,진회색,자동,가솔린,41,5,0,2,2556,2140
186,현대 뉴 제네시스 G330 프리미엄 AWD,2015,3342,174580,검정색,자동,가솔린,56,5,0,0,5401,2140
114,현대 뉴 제네시스 G380 프레스티지,2016,3778,153224,검정색,자동,가솔린,0,5,0,4,6070,2140
633,기아 니로 1.6 GDi PHEV 노블레스,2018,1580,48000,검정색,자동,가솔린,42,5,0,0,3611,2120
63,현대 그랜져IG 3.0 GDI 익스클루시브,2016,2999,83464,검정색,자동,가솔린,42,5,0,0,3550,2120
389,쌍용 렉스턴 스포츠 2.2 디젤 4WD 어드벤처,2018,2157,43769,검정색,자동,디젤,31,5,0,0,2766,2100
702,벤츠 S클래스 S500L,2009,5462,109000,은색,자동,가솔린,43,5,0,5,19090,2100
66,아우디 A6 4세대 35 TDI,2014,1968,50000,흰색,자동,디젤,39,5,0,4,5910,2100
55,재규어 뉴 XJ 5.0 V8 LWB 포트폴리오 X351,2010,5000,138000,검정색,자동,가솔린,45,5,0,6,15940,2100
40,기아 K5 2세대 1.6 T-GDI SX GT 라인,2016,1591,42085,검정색,자동,가솔린,49,5,0,0,3030,2100
14,쌍용 베리 뉴 티볼리 1.6 디젤 2WD V7,2019,1597,26075,빨간색,자동,디젤,40,5,0,0,2535,2100
99,기아 더 뉴 K5 2세대 2.0 가솔린 프레스티지,2019,1999,9700,검정색,자동,가솔린,38,5,0,2,2498,2100
57,기아 더 뉴 카니발 2.2 디젤 9인승 럭셔리,2018,2199,23429,검정색,자동,디젤,32,9,0,1,3150,2099
167,기아 쏘울 부스터 1.6 T-GDI 노블레스 스페셜,2019,1591,13963,흰색,자동,가솔린,40,5,0,3,2346,2099
497,현대 뉴 제네시스 G330 프리미엄 AWD,2015,3342,97000,검정색,자동,가솔린,38,5,0,1,5401,2099
67,현대 더 뉴 맥스크루즈 R2.2 e-VGT 2WD 프레스티지,2018,2199,13480,진청색,자동,디젤,53,6,0,2,3863,2099
390,기아 올 뉴 카니발 2.2 디젤 9인승 노블레스,2014,2199,41604,검정색,자동,디젤,48,9,0,3,3630,2090
523,기아 올 뉴 카니발 2.2 디젤 9인승 노블레스,2015,2199,70000,검정색,자동,디젤,44,9,0,1,3630,2090
20,기아 올 뉴 카니발 2.2 디젤 9인승 노블레스,2015,2199,70000,검정색,자동,디젤,44,9,0,1,3630,2090
54,기아 올 뉴 K3 1.6 T-GDI 5도어 GT 베이직,2018,1591,26571,남색,자동,가솔린,41,5,0,0,2224,2090
10,기아 더 뉴 K9 3.3 GDI 이그제큐티브,2015,3342,151407,검정색,자동,가솔린,48,5,0,8,5330,2080
60,기아 올 뉴 K3 1.6 T-GDI 5도어 GT 플러스,2018,1591,26723,빨간색,자동,가솔린,43,5,0,0,2464,2070
67,현대 벨로스터 N 2.0 T-GDi,2018,1998,31156,하늘색,자동,가솔린,0,4,0,4,2965,2070
462,현대 더 뉴 그랜드스타렉스 밴 3인승 스마트,2018,2497,48638,은색,자동,디젤,13,3,0,0,2380,2070
507,벤츠 CLA클래스 CLA250 4매틱,2014,1991,114000,흰색,자동,가솔린,0,5,0,2,5530,2070
526,현대 뉴 제네시스 G330 모던,2014,3342,109370,검정색,자동,가솔린,44,5,0,0,4650,2070
624,기아 셀토스 1.6 디젤 2WD 트렌디,2019,1598,34000,흰색,자동,디젤,23,5,0,0,2160,2070
16,현대 싼타페 더 프라임 2.0 디젤 2WD 익스클루시브,2017,1995,26200,남색,자동,디젤,45,5,0,2,3140,2070
247,현대 뉴 제네시스 G330 모던 AWD,2015,3342,86656,진회색,자동,가솔린,42,5,0,2,4807,2070
94,현대 뉴 제네시스 G330 모던 AWD,2015,3342,86656,진회색,자동,가솔린,42,5,0,2,4807,2070
64,현대 아슬란 G300 익스클루시브,2017,2999,63707,검정색,자동,가솔린,51,5,0,0,4260,2060
494,현대 그랜져IG 2.4 GDI 모던,2017,2359,44000,검정색,자동,가솔린,42,5,0,1,3105,2059
9,기아 더 뉴 모하비 3.0 디젤 4WD VIP,2016,2959,126165,흰색,자동,디젤,0,7,0,1,4251,2050
11,기아 올 뉴 카니발 2.2 디젤 9인승 노블레스,2015,2199,72000,흰색,자동,디젤,0,9,0,6,3630,2050
653,르노삼성 XM3 1.6 GTe LE 플러스,2020,1332,1000,흰색,자동,가솔린,30,5,0,0,2140,2050
654,아우디 A6 4세대 3.0 TDI 콰트로 다이나믹 LED,2013,2967,128287,흰색,자동,디젤,46,5,0,11,8290,2050
336,현대 뉴 제네시스 G330 모던 AWD,2014,3342,71134,검정색,자동,가솔린,42,5,0,11,4807,2050
415,현대 그랜져IG 3.0 LPi 모던,2017,2999,77878,검정색,자동,LPG,46,5,0,0,2850,2050
416,현대 그랜져IG 2.4 GDI 모던,2017,2359,88497,흰색,자동,가솔린,42,5,0,1,3055,2050
48,현대 뉴 에쿠스 VS 380 프레스티지,2012,3778,67148,검정색,자동,가솔린,45,5,0,4,8590,2050
15,BMW 3시리즈 320d,2015,1995,50000,흰색,자동,디젤,38,5,0,4,4990,2050
53,벤츠 E클래스 E300 아방가르드 스포츠 패키지,2013,3498,151000,흰색,자동,가솔린,40,5,0,4,7110,2050
20,기아 올 뉴 K3 1.6 T-GDI 5도어 GT 베이직,2019,1591,7585,진회색,자동,가솔린,0,5,0,0,2224,2049
310,현대 싼타페 더 프라임 2.0 디젤 2WD 익스클루시브 스페셜,2015,1995,75419,흰색,자동,디젤,50,7,0,0,3318,2030
363,현대 싼타페 더 프라임 2.0 디젤 2WD 익스클루시브,2017,1995,56140,흰색,자동,디젤,45,5,0,1,3140,2030
452,현대 베라크루즈 4WD 익스클루시브 스페셜,2015,2959,98000,회색,자동,디젤,35,7,0,2,4166,2030
302,쌍용 렉스턴 스포츠 2.2 디젤 4WD 프레스티지,2018,2157,36586,흰색,자동,디젤,23,5,0,3,2902,2030
261,현대 더 뉴 아반떼AD 1.6 T-GDI 스포츠 프리미엄,2019,1591,35704,검정색,자동,가솔린,0,5,0,1,2365,2030
108,현대 더 뉴 아반떼AD 1.6 T-GDI 스포츠 프리미엄,2019,1591,35704,검정색,자동,가솔린,0,5,0,1,2365,2030
72,현대 더 뉴 맥스크루즈 R2.2 e-VGT 2WD 익스클루시브,2015,2199,63674,회색,자동,디젤,43,7,0,3,3294,2030
658,현대 그랜져IG 3.0 LPi 익스클루시브,2018,2999,60000,회색,자동,LPG,48,5,0,0,3345,2020
280,현대 쏘나타 G2.0 프리미엄 DN8,2019,1999,10712,흰색,자동,가솔린,0,5,0,1,2592,2020
39,현대 더 뉴 그랜드스타렉스 어반 9인승 2WD 프리미엄,2018,2497,66000,흰색,자동,디젤,17,9,0,1,2700,2020
120,기아 스포티지 더 볼드 1.6 디젤 2WD 럭셔리,2018,1598,6909,흰색,자동,디젤,30,5,0,0,2366,2020
6,기아 더 뉴 K9 3.3 GDI 이그제큐티브,2016,3342,129788,검정색,자동,가솔린,0,5,0,6,5330,2000
80,아우디 A6 4세대,2015,1968,130000,진청색,자동,디젤,40,5,0,0,6530,2000
14,현대 그랜져IG 3.0 LPi 모던,2017,2999,62600,흰색,자동,LPG,42,5,0,0,2895,2000
5,기아 더 뉴 K5 2세대 2.0 가솔린 프레스티지,2019,1999,4835,은색,자동,가솔린,33,5,0,1,2484,2000
25,미쓰비시 랜서에볼루션 10세대 MR,2011,1998,70000,검정색,자동,가솔린,14,5,0,2,5950,2000
96,볼보 S60 D3 모멘텀,2016,1969,68050,은색,자동,디젤,44,5,0,2,4270,2000
495,현대 그랜져IG 2.2 e-VGT 프리미엄,2017,2199,71000,진회색,자동,디젤,44,5,0,3,3515,1999
26,쌍용 렉스턴 스포츠 2.2 디젤 4WD 어드벤처,2018,2157,96715,진회색,자동,디젤,25,5,0,0,2766,1999
191,쌍용 렉스턴 스포츠 2.2 디젤 4WD 어드벤처,2018,2157,93154,검정색,자동,디젤,0,5,0,4,2766,1999
38,쌍용 렉스턴 스포츠 2.2 디젤 4WD 어드벤처,2018,2157,93154,검정색,자동,디젤,0,5,0,4,2766,1999
5,르노삼성 QM6 2.0 GDe 2WD RE,2017,1997,58095,흰색,자동,가솔린,34,5,0,1,2850,1990
531,현대 그랜져HG 하이브리드 2.4 HEV 프리미엄,2015,2359,65185,흰색,자동,가솔린,0,5,0,1,3709,1990
87,현대 쏘나타 뉴 라이즈 2.0 CVVL 모던,2018,1999,16719,진회색,자동,가솔린,32,5,0,1,2730,1990
48,르노삼성 XM3 1.6 GTe LE 플러스,2020,1332,869,진회색,자동,가솔린,30,5,0,0,2140,1990
49,르노삼성 XM3 1.6 GTe LE 플러스,2020,1332,878,흰색,자동,가솔린,30,5,0,0,2140,1990
204,재규어 XE 20d 프레스티지,2016,1999,40800,흰색,자동,디젤,34,5,0,4,4710,1990
45,BMW 5시리즈 520d,2015,1995,170000,흰색,자동,디젤,39,5,0,2,6390,1990
