no,name,year,cc,distance,color,gear,fuel,option,seat,flooding,insurance,release,price
125,쌍용 G4 렉스턴 2.2 디젤 4WD 헤리티지,2017,2157,20500,흰색,자동,디젤,51,5,0,0,4510,3090
29,현대 뉴 에쿠스 VL 500 프레스티지 리무진,2010,5038,75000,검정색,자동,가솔린,41,5,0,0,14600,3090
10,벤츠 E클래스 E200 카브리올레,2014,1991,91000,은색,자동,가솔린,38,4,0,10,6850,3080
35,기아 더 뉴 모하비 3.0 디젤 상시4WD 프레지던트,2016,2959,59123,흰색,자동,디젤,40,5,0,0,4680,3080
36,기아 올 뉴 카니발 2.2 디젤 9인승 노블레스,2015,2199,14000,검정색,자동,디젤,44,9,0,2,3630,3080
1,기아 올 뉴 카니발 2.2 디젤 9인승 노블레스,2015,2199,14000,검정색,자동,디젤,44,9,0,2,3630,3080
252,기아 올 뉴 카니발 2.2 디젤 9인승 노블레스,2015,2199,48388,검정색,자동,디젤,46,9,0,0,3630,3070
148,현대 쏘나타 G1.6T 인스퍼레이션,2019,1598,13924,흰색,자동,가솔린,47,5,0,0,3367,3060
175,제네시스 G80 3.8 GDi AWD 프레스티지,2016,3778,133933,흰색,자동,가솔린,51,5,0,5,6170,3050
228,제네시스 G70 2.0 T-GDi 슈프림,2018,1998,43400,흰색,자동,가솔린,52,5,0,1,3922,3050
353,기아 K7 프리미어 2.5 GDI 노블레스,2020,2497,9640,흰색,자동,가솔린,47,5,0,0,3367,3050
32,제네시스 EQ900 3.8 GDi AWD 럭셔리,2016,3778,130000,검정색,자동,가솔린,46,5,0,2,7415,3050
28,벤츠 E클래스 E220 d 아방가르드,2016,1950,70500,검정색,자동,가솔린,47,5,0,5,6710,3050
13,제네시스 G80 3.8 GDi AWD 프레스티지,2017,3778,94833,검정색,자동,가솔린,0,5,0,0,6170,3050
51,쌍용 렉스턴 스포츠 2.2 디젤 4WD 프레스티지,2020,2157,1534,진회색,자동,디젤,34,5,0,0,2902,3050
108,현대 싼타페TM 2.2 디젤 4WD 프레스티지,2018,2199,35900,검정색,자동,디젤,57,5,0,0,3880,3050
160,현대 뉴 제네시스 G330 프리미엄 AWD,2015,3342,76037,검정색,자동,가솔린,44,5,0,1,5401,3050
280,기아 더 뉴 모하비 3.0 디젤 상시4WD 프레지던트,2017,2959,42000,검정색,자동,디젤,0,5,0,0,4680,3050
20,기아 올 뉴 쏘렌토 2.0 디젤 4WD 노블레스 스페셜,2016,1995,18000,흰색,자동,디젤,26,5,0,0,3530,3050
29,제네시스 G70 2.2 디젤 슈프림,2018,2199,99000,흰색,자동,디젤,52,5,0,2,4246,3049
150,기아 K5 3세대 G1.6T 노블레스,2020,1598,5526,검정색,자동,가솔린,38,5,0,0,2901,3040
303,현대 쏘나타 L2.0 인스퍼레이션,2019,1999,8598,흰색,자동,LPG,58,5,0,0,3150,3040
79,기아 더 뉴 모하비 3.0 디젤 상시4WD 프레지던트,2016,2959,55593,진회색,자동,디젤,33,5,0,0,4680,3040
164,기아 스팅어 3.3 T-GDi AWD 마스터즈,2017,3342,9347,흰색,자동,가솔린,42,5,0,0,4710,3030
545,제네시스 G70 2.2 디젤 AWD 슈프림,2017,2199,94016,진회색,자동,디젤,61,5,0,3,4575,3019
10,BMW 5시리즈 M550d xDrive,2014,2993,163782,흰색,자동,디젤,50,5,0,3,12870,3000
222,벤츠 E클래스 E200 카브리올레 (13~17년..,2014,1991,74000,흰색,자동,가솔린,38,4,0,2,6780,3000
239,쌍용 렉스턴 스포츠 칸 2.2 디젤 4WD 5링크 프레스티지 스페셜 ..,2020,2157,112,진청색,자동,디젤,26,5,0,0,3219,3000
53,벤츠 E클래스 E200 카브리올레 (13~17년..,2014,1991,74000,흰색,자동,가솔린,38,4,0,2,6780,3000
87,쌍용 렉스턴 스포츠 칸 2.2 디젤 4WD 5링크 프레스티지 스페셜 ..,2020,2157,112,진청색,자동,디젤,26,5,0,0,3219,3000
40,벤츠 SLK클래스 SLK350 에디션10 R171,2007,3498,38038,은색,자동,가솔린,0,2,0,5,8790,3000
59,현대 그랜져IG 하이브리드 2.4 HEV 익스클루시브 스페셜,2017,2359,69900,진회색,자동,가솔린,63,5,0,0,4138,3000
6,기아 스팅어 2.0 T-GDi AWD 드림 에디션,2018,1998,60117,검정색,자동,가솔린,59,5,0,0,3910,3000
88,기아 올 뉴 쏘울 1.6 VGT 노블레스,2018,1111,1111,빨간색,자동,전기,0,5,0,0,2140,3000
131,현대 쏘나타 G2.0 인스퍼레이션 DN8,2019,1999,6000,흰색투톤,자동,가솔린,49,5,0,1,3289,3000
13,기아 올 뉴 카니발 2.2 디젤 7인승 하이리무진 프레지던트,2018,2199,68918,흰색,자동,디젤,45,7,0,1,5943,2999
501,제네시스 G80 3.3 GDi 프리미엄 럭셔리,2016,3342,92000,진회색,자동,가솔린,45,5,0,2,5510,2999
171,쌍용 뉴 체어맨W CW700 4트로닉 VIP,2017,3598,46125,검정색,자동,가솔린,46,5,0,0,7073,2990
375,쌍용 G4 렉스턴 2.2 디젤 4WD 유라시아 에디션,2018,2157,13051,검정색,자동,디젤,55,5,0,0,3890,2990
75,현대 그랜져IG 3.0 GDI 익스클루시브,2018,2999,32161,검정색,자동,가솔린,53,5,0,3,3595,2990
91,현대 싼타페TM 2.2 디젤 4WD 프레스티지,2018,2199,30576,흰색,자동,디젤,53,5,0,0,3880,2990
98,현대 싼타페TM 2.2 디젤 4WD 프레스티지,2018,2199,42303,검정색,자동,디젤,53,5,0,1,3880,2990
89,현대 그랜져IG 2.4 GDI 프리미엄 스페셜,2018,2359,15890,흰색,자동,가솔린,5,5,0,0,3400,2990
4,기아 더 뉴 카니발 2.2 디젤 9인승 프레스티지,2019,2199,15900,진회색,자동,디젤,36,9,0,0,3470,2990
14,포르쉐 카이엔 3.0 디젤 958,2011,2967,183927,진청색,자동,디젤,30,5,0,11,8900,2990
16,기아 스팅어 3.3 T-GDi AWD 마스터즈,2017,3342,70523,파란색,자동,가솔린,45,5,0,1,4710,2990
1,기아 스팅어 3.3 T-GDi AWD 마스터즈,2017,3342,70523,파란색,자동,가솔린,45,5,0,1,4710,2990
103,벤츠 E클래스 E220 블루텍 아방가르드 스포츠..,2016,2143,68000,흰색,자동,디젤,44,5,0,9,6460,2990
196,제네시스 EQ900 3.8 GDi 럭셔리,2016,3778,120000,검정색,자동,가솔린,44,5,0,6,7170,2990
43,제네시스 EQ900 3.8 GDi 럭셔리,2016,3778,120000,검정색,자동,가솔린,44,5,0,6,7170,2990
54,기아 더 뉴 카니발 2.2 디젤 9인승 프레스티지,2019,2199,9959,검정색,자동,디젤,45,9,0,0,3470,2990
146,기아 올 뉴 카니발 2.2 디젤 9인승 노블레스 스페셜,2017,2199,33000,검정색,자동,디젤,54,9,0,1,3885,2990
367,현대 쏘나타 G2.0 프리미엄 패밀리 DN8,2019,1999,600,흰색,자동,가솔린,24,5,0,0,2798,2990
79,기아 모하비 KV300 4WD 최고급형,2014,2959,72400,검정색,자동,디젤,44,7,0,0,4511,2990
36,기아 올 뉴 쏘렌토 2.0 디젤 2WD 노블레스 스페셜,2017,1995,32932,진주투톤,자동,디젤,52,5,0,0,3335,2990
31,기아 올 뉴 K7 2.4 GDi 리미티드,2017,2359,5000,검정색,자동,가솔린,50,5,0,0,3290,2990
179,쉐보레 임팔라 3.6 LTZ -,2016,3564,22000,검정색,자동,가솔린,39,5,0,0,4191,2990
52,기아 올 뉴 카니발 2.2 디젤 9인승 노블레스,2014,2199,39000,검정색,자동,디젤,37,9,0,2,3630,2990
23,기아 올 뉴 카니발 2.2 디젤 9인승 노블레스,2014,2199,39000,검정색,자동,디젤,37,9,0,2,3630,2990
295,쌍용 G4 렉스턴 2.2 디젤 4WD 유라시아 에디션,2019,2157,18694,청색,자동,디젤,35,5,0,0,3890,2980
296,기아 올 뉴 K7 하이브리드 2.4 HEV 노블레스,2018,2359,34691,흰색,자동,가솔린,50,5,0,1,3802,2980
234,현대 뉴 제네시스 G380 파이니스트 에디션 AWD,2016,3778,59000,검정색,자동,가솔린,46,5,0,4,7123,2980
82,현대 뉴 제네시스 G380 파이니스트 에디션 AWD,2016,3778,59000,검정색,자동,가솔린,46,5,0,4,7123,2980
49,제네시스 G80 3.3 GDi AWD 프리미엄 럭셔리,2017,3342,133600,검정색,자동,가솔린,48,5,0,2,5510,2980
64,기아 올 뉴 K7 하이브리드 2.4 HEV 노블레스 스페셜,2017,2359,46426,검정색,자동,가솔린,47,5,0,2,4118,2970
378,기아 K5 3세대 G2.0 노블레스,2020,1999,15181,흰색,자동,가솔린,52,5,0,2,2783,2970
44,제네시스 G70 2.0 T-GDi 어드밴스드,2018,1998,30109,빨간색,자동,가솔린,49,5,0,2,3681,2970
89,기아 올 뉴 카니발 2.2 디젤 9인승 하이리무진 노블레스,2016,2199,76700,흰색,자동,디젤,68,9,0,3,5415,2970
122,벤츠 C클래스 C200,2017,1991,32500,검정색,자동,가솔린,41,5,0,2,4970,2950
165,기아 K5 3세대 G1.6T 노블레스,2020,1598,11390,검정색,자동,가솔린,39,5,0,2,2901,2950
305,기아 K5 3세대 G1.6T 프레스티지,2020,1598,6562,흰색,자동,가솔린,45,5,0,0,2709,2950
308,현대 쏘나타 G2.0 인스퍼레이션 DN8,2019,1999,10468,검정색,자동,가솔린,59,5,0,1,3289,2950
343,기아 더 뉴 카니발 2.2 디젤 7인승 리무진 VIP,2018,2199,58867,진회색,자동,디젤,49,7,0,1,3672,2950
227,제네시스 G70 3.3 T-GDi 스포츠 어드밴스드,2018,3342,35700,진회색,자동,가솔린,52,5,0,1,4408,2950
18,제네시스 EQ900 3.8 GDi AWD 럭셔리,2016,3778,166200,검정색,자동,가솔린,46,5,0,5,7415,2950
32,제네시스 G70 2.0 T-GDi 슈프림,2018,1998,20881,진회색,자동,가솔린,52,5,0,3,3922,2950
149,현대 뉴 에쿠스 VS 380 프리미엄,2015,3778,89000,검정색,자동,가솔린,54,5,0,2,7746,2950
1,기아 K5 3세대 G1.6T 노블레스,2020,1598,9063,흰색,자동,가솔린,56,5,0,1,2901,2950
208,기아 스팅어 2.0 T-GDi 플래티넘,2018,1998,21456,흰색,자동,가솔린,48,5,0,1,3780,2950
57,기아 스팅어 2.0 T-GDi 플래티넘,2018,1998,21456,흰색,자동,가솔린,48,5,0,1,3780,2950
39,기아 더 뉴 모하비 3.0 디젤 상시4WD 프레지던트,2017,2959,85800,검정색,자동,디젤,46,5,0,0,4761,2950
119,기아 스팅어 3.3 T-GDi AWD GT,2017,3342,33445,진회색,자동,가솔린,47,5,0,1,5110,2950
34,기아 더 뉴 쏘렌토 2.2 디젤 4WD 마스터,2018,1995,16950,회색,자동,디젤,59,5,0,1,3845,2950
92,기아 더 뉴 K9 3.3 GDI 이그제큐티브,2017,3342,33000,진주색,자동,가솔린,45,5,0,2,5330,2950
58,현대 뉴 제네시스 G330 프리미엄 AWD,2014,3342,127000,흰색,자동,가솔린,37,5,0,3,5401,2950
73,현대 뉴 제네시스 G330 프리미엄 AWD,2014,3342,69740,은색,자동,가솔린,53,5,0,5,5401,2950
5,현대 뉴 에쿠스 VS 380 프레스티지,2012,3778,77000,검정색,자동,가솔린,40,5,0,6,8590,2950
29,르노삼성 QM6 2.0 dCi 4WD RE 시그니처,2018,1995,6853,진회색,자동,디젤,43,5,0,0,3505,2950
29,쌍용 뉴 체어맨W CW700 4트로닉 프레스티지,2014,3598,36000,흰색,자동,가솔린,46,5,0,0,7500,2950
108,기아 모하비 KV300 4WD 최고급형,2015,2959,83805,흰색,자동,디젤,36,7,0,0,4511,2950
41,쉐보레 올 뉴 말리부 1.5 터보 LTZ 퍼팩트블랙,2017,1490,10,검정색,자동,가솔린,36,5,0,0,3085,2950
6,쉐보레 올 뉴 말리부 1.5 터보 LTZ 퍼팩트블랙,2017,1490,10,검정색,자동,가솔린,36,5,0,0,3085,2950
22,현대 그랜져HG 300 프리미엄,2016,2999,200,진주색,자동,가솔린,44,5,0,0,3320,2950
8,기아 더 뉴 모하비 3.0 디젤 상시4WD 프레지던트,2016,2959,76100,진회색,자동,디젤,0,5,0,2,4680,2940
127,현대 제네시스 BH330 프리미엄,2012,3300,54000,검정색,자동,가솔린,41,5,0,4,5030,2940
132,벤츠 M클래스 ML250 블루텍,2013,2143,85000,진회색,자동,디젤,37,5,0,3,7990,2930
110,기아 올 뉴 쏘렌토 2.0 디젤 4WD 프레스티지,2015,1995,21267,흰색,자동,디젤,0,5,0,0,3195,2930
8,현대 베라크루즈 4WD 300VXL 프리미엄,2013,2959,91143,검정색,자동,디젤,0,7,0,0,4564,2930
33,현대 더 뉴 맥스크루즈 R2.2 e-VGT 2WD 파이니스트 에디션,2015,2200,20547,진청색,자동,디젤,53,7,0,0,4103,2925
111,기아 더 뉴 카니발 2.2 디젤 9인승 프레스티지,2019,2199,15224,검정색,자동,디젤,39,9,0,3,3470,2920
395,기아 더 뉴 카니발 2.2 디젤 9인승 노블레스,2018,2199,45124,진회색,자동,디젤,56,9,0,0,3820,2900
206,현대 더 뉴 그랜져 G2.5 프리미엄 초이스,2020,2359,1480,진회색,자동,가솔린,0,5,0,2,3368,2900
383,기아 올 뉴 카니발 2.2 디젤 9인승 하이리무진 프레스티지,2015,2199,97500,흰색,자동,디젤,52,9,0,0,4985,2900
26,재규어 뉴 XJ 3.0d V6 LWB 프리미엄 럭셔리 X351,2013,2993,107000,흰색,자동,디젤,42,5,0,4,13070,2900
12,기아 올 뉴 카니발 2.2 디젤 7인승 하이리무진 VIP,2015,2199,113000,검정색,자동,디젤,45,7,0,3,5253,2900
17,기아 니로 EV 노블레스,2018,180,71773,흰색,자동,전기,53,5,0,0,5207,2900
86,기아 올 뉴 카니발 2.2 디젤 7인승 하이리무진 VIP,2015,2199,113000,검정색,자동,디젤,45,7,0,3,5253,2900
63,기아 더 뉴 카니발 3.3 가솔린 7인승 리무진 프레지던트,2018,3342,19884,흰색,자동,가솔린,44,7,0,3,3789,2899
72,기아 올 뉴 카니발 3.3 GDi 7인승 하이리무진 프레지던트,2016,3342,111172,검정색,자동,가솔린,0,7,0,1,5519,2899
155,현대 더 뉴 맥스크루즈 R2.2 e-VGT 4WD 파이니스트 에디션,2017,2199,56808,흰색,자동,가솔린,46,7,0,2,4309,2899
72,현대 싼타페 더 프라임 2.2 디젤 2WD 익스클루시브 스페셜,2017,2199,13000,검정색,자동,디젤,59,5,0,0,3450,2899
279,제네시스 G80 3.8 GDi AWD 파이니스트,2016,3778,138270,검정색,자동,가솔린,0,5,0,1,7170,2899
127,제네시스 G80 3.8 GDi AWD 파이니스트,2016,3778,138270,검정색,자동,가솔린,0,5,0,1,7170,2899
344,현대 쏘나타 L2.0 인스퍼레이션 DN8,2019,1999,22264,흰색,자동,LPG,52,5,0,0,3294,2890
359,기아 더 뉴 카니발 2.2 디젤 9인승 프레스티지,2018,2199,29389,흰색,자동,디젤,50,9,0,0,3470,2890
414,기아 K7 프리미어 3.0 LPI 프레스티지,2019,2999,11965,흰색,자동,LPG,43,5,0,0,3094,2890
222,기아 스팅어 2.2 디젤 AWD 드림 에디션,2018,2199,23313,흰색,자동,가솔린,52,5,0,0,4160,2890
20,렉서스 뉴 ES 6세대 350 슈프림,2015,3456,59000,진청색,자동,가솔린,41,5,0,4,5680,2890
60,기아 더 뉴 쏘렌토 2.0 T-GDi 2WD 마스터 스페셜,2019,1998,31584,검정색,자동,가솔린,59,5,0,1,3318,2890
126,기아 더 뉴 쏘렌토 2.0 디젤 2WD 마스터,2019,1995,5000,흰색,자동,디젤,43,5,0,0,3195,2890
42,현대 싼타페 더 프라임 2.0 T-GDi 4WD 밸류 플러스,2017,1998,9290,기타색상,자동,가솔린,39,5,0,0,3250,2890
52,쌍용 렉스턴 스포츠 2.2 디젤 4WD 프레스티지,2018,2157,5900,진주색,자동,디젤,18,5,0,0,2902,2890
102,쌍용 뉴 체어맨W CW600 4트로닉 프레스티지,2016,3199,50782,은색,자동,가솔린,55,5,0,0,6628,2890
54,현대 뉴 제네시스 G330 모던,2014,3342,46952,검정색,자동,가솔린,45,5,0,1,4650,2890
294,기아 올 뉴 K7 2.4 GDi 프레스티지,2016,2400,12000,검정색,자동,가솔린,40,5,0,3,3090,2890
74,기아 더 뉴 쏘렌토 2.2 디젤 2WD 마스터,2018,2199,55700,진회색,자동,디젤,61,5,0,0,3568,2880
342,아우디 A5 1세대 2.0 TFSI 콰트로 카브리올레,2014,1984,57201,기타색상,자동,가솔린,36,4,0,0,7370,2880
189,아우디 A5 1세대 2.0 TFSI 콰트로 카브리올레,2014,1984,57201,기타색상,자동,가솔린,36,4,0,0,7370,2880
77,현대 싼타페TM 2.0 디젤 2WD 프레스티지,2018,1995,30945,흰색,자동,디젤,52,5,0,0,3524,2870
88,쌍용 G4 렉스턴 2.2 디젤 4WD 유라시아 에디션,2019,2157,47562,진회색,자동,디젤,3,5,0,0,3890,2870
115,현대 싼타페TM 2.2 디젤 4WD 프레스티지,2018,2199,75800,흰색,자동,디젤,0,5,0,0,3880,2870
166,현대 뉴 제네시스 G380 프레스티지 AWD,2015,3778,77000,갈색,자동,가솔린,51,5,0,5,6201,2870
319,현대 싼타페TM 2.0 디젤 2WD 익스클루시브 스페셜,2018,1995,17179,흰색,자동,디젤,55,5,0,0,3333,2860
149,현대 그랜져IG 2.4 GDI 프리미엄 스페셜,2017,2359,8461,검정색,자동,가솔린,42,5,0,0,3400,2860
34,기아 더 뉴 모하비 3.0 디젤 상시4WD 프레지던트,2018,2959,8331,흰색,자동,디젤,42,5,0,2,4761,2850
290,기아 올 뉴 K7 하이브리드 2.4 HEV 노블레스,2017,2359,50759,검정색,자동,가솔린,62,5,0,0,4023,2850
400,현대 그랜져IG 3.0 LPi 익스클루시브,2017,2999,43146,흰색,자동,LPG,60,5,0,1,3325,2850
225,제네시스 G70 3.3 T-GDi AWD 스포츠 슈프림,2017,3342,60900,검정색,자동,가솔린,53,5,0,3,5410,2850
349,기아 스팅어 2.0 T-GDi 플래티넘,2017,1998,46366,검정색,자동,가솔린,47,5,0,3,3780,2850
33,기아 더 뉴 모하비 3.0 디젤 4WD VIP,2016,2959,50000,검정색,자동,디젤,37,7,0,1,4251,2850
1,아우디 A6 4세대 35 TDI 컴포트,2015,1968,55042,흰색,자동,디젤,37,5,0,1,6250,2850
28,기아 스팅어 2.0 T-GDi AWD 플래티넘,2017,1998,38000,흰색,자동,가솔린,48,5,0,0,4030,2850
50,기아 스팅어 2.0 T-GDi 플래티넘,2018,1998,61680,진주색,자동,가솔린,53,5,0,1,3780,2850
54,쉐보레 트레일블레이저 1.3 터보 RS,2020,1341,11561,흰색,자동,가솔린,0,5,0,0,2620,2850
113,기아 더 뉴 니로 1.6 GDI HEV 노블레스 스페셜,2019,1580,16200,진회색,자동,가솔린,73,5,0,0,3130,2850
248,기아 스팅어 2.2 디젤 드림 에디션,2018,2199,47000,흰색,자동,디젤,53,5,0,0,4160,2850
323,랜드로버 디스커버리 스포츠 2.0 TD4 SE,2016,1999,38000,흰색,자동,디젤,38,5,0,0,5960,2850
95,기아 스팅어 2.2 디젤 드림 에디션,2018,2199,47000,흰색,자동,디젤,53,5,0,0,4160,2850
170,랜드로버 디스커버리 스포츠 2.0 TD4 SE,2016,1999,38000,흰색,자동,디젤,38,5,0,0,5960,2850
16,쉐보레 카마로 SS 6.2 V8,2016,6162,30359,진회색,자동,가솔린,40,4,0,7,5098,2850
70,기아 K7 프리미어 2.5 GDI 프레스티지,2019,2497,22914,검정색,자동,가솔린,45,5,0,1,3102,2850
13,BMW 5시리즈 528i xDrive 럭셔리,2016,1997,52200,흰색,자동,가솔린,49,5,0,2,7750,2850
15,벤츠 E클래스 E220 블루텍 아방가르드 스포츠..,2015,2143,83000,흰색,자동,디젤,48,5,0,2,6540,2850
64,현대 쏘나타 G2.0 인스퍼레이션 DN8,2019,1999,3000,빨간색,자동,가솔린,51,5,0,0,3289,2850
335,쉐보레 볼트 EV 전기 2WD 프리미어,2018,0,13500,진회색,자동,전기,32,5,0,0,4779,2850
57,기아 K9 3.8 GDI 프레스티지 스페셜,2012,3778,114000,검정색,자동,가솔린,51,5,0,0,6850,2850
1,현대 뉴 제네시스 G380 익스클루시브,2014,3778,55430,진회색,자동,가솔린,44,5,0,4,5510,2850
186,기아 올 뉴 카니발 2.2 디젤 9인승 노블레스,2015,2199,57000,검정색,자동,디젤,47,9,0,1,3630,2850
259,기아 올 뉴 쏘렌토 2.0 디젤 2WD 노블레스 스페셜,2015,1995,22000,흰색,자동,디젤,43,5,0,0,3320,2850
266,현대 뉴 제네시스 G330 프리미엄 AWD,2014,3342,156895,검정색,자동,가솔린,55,5,0,0,5401,2850
33,기아 더 뉴 쏘렌토 2.2 디젤 4WD 마스터,2018,2199,35102,흰색,자동,디젤,49,5,0,3,3845,2840
113,미니 쿠퍼 3세대,2018,1998,40268,주황색,자동,가솔린,29,4,0,0,4070,2840
30,기아 올 뉴 카니발 2.2 디젤 9인승 하이리무진 프레스티지 하이루프,2017,2199,69657,흰색,자동,디젤,37,9,0,1,4272,2830
27,기아 올 뉴 카니발 2.2 디젤 7인승 리무진 프레지던트,2017,2199,59437,검정색,자동,디젤,51,7,0,0,3970,2830
12,기아 올 뉴 K7 하이브리드 2.4 HEV 노블레스,2018,2359,64771,진회색,자동,가솔린,46,5,0,4,3802,2830
56,현대 그랜져IG 3.0 GDI 익스클루시브,2018,2999,13000,은색,자동,가솔린,48,5,0,1,3595,2830
29,기아 올 뉴 쏘렌토 2.2 디젤 2WD 노블레스 스페셜,2015,2199,52000,흰색,자동,디젤,60,5,0,0,3365,2830
173,기아 올 뉴 카니발 2.2 디젤 9인승 노블레스,2014,2199,15000,흰색,자동,디젤,20,9,0,0,3630,2830
82,현대 싼타페TM 2.0 디젤 2WD 익스클루시브,2018,1995,24000,흰색,자동,디젤,49,5,0,0,3210,2820
259,기아 더 뉴 쏘렌토 2.2 디젤 4WD 노블레스 스페셜,2017,2199,68451,검정색,자동,디젤,47,5,0,3,3635,2820
106,기아 더 뉴 쏘렌토 2.2 디젤 4WD 노블레스 스페셜,2017,2199,68451,검정색,자동,디젤,47,5,0,3,3635,2820
1,기아 올 뉴 카니발 2.2 디젤 9인승 하이리무진 프레스티지,2015,2199,95078,검정색,자동,디젤,35,9,0,3,4985,2820
241,쉐보레 임팔라 3.6 LTZ -,2016,3600,22100,검정색,자동,가솔린,39,5,0,1,4191,2820
208,현대 뉴 에쿠스 VS 500 프레스티지,2015,5038,141000,검정색,자동,가솔린,48,5,0,2,10946,2800
376,기아 올 뉴 카니발 2.2 디젤 7인승 리무진 VIP,2017,2199,36988,흰색,자동,디젤,48,7,0,2,3595,2800
380,기아 더 뉴 쏘렌토 2.2 디젤 2WD 노블레스 스페셜,2018,2199,26000,흰색,자동,디젤,50,7,0,0,3425,2800
406,현대 뉴 제네시스 G330 프리미엄 AWD,2016,3342,36042,검정색,자동,가솔린,0,5,0,0,5401,2800
21,벤츠 S클래스 S320L,1996,3199,56900,검정색,자동,가솔린,0,5,0,0,10670,2800
6,BMW 7시리즈 730d,2013,2993,153000,진회색,자동,디젤,47,5,0,2,12410,2800
33,벤츠 C클래스 C200 아방가르드,2017,1991,50000,흰색,자동,가솔린,0,5,0,2,5570,2800
301,쌍용 G4 렉스턴 2.2 디젤 4WD 마제스티,2018,2157,32000,검정색,자동,디젤,48,5,0,0,4145,2800
149,쌍용 G4 렉스턴 2.2 디젤 4WD 마제스티,2018,2157,32000,검정색,자동,디젤,48,5,0,0,4145,2800
98,아우디 A7 1세대 3.0 TDI 콰트로 다이내믹,2013,2967,170000,흰색,자동,디젤,41,4,0,7,8900,2800
112,현대 그랜져IG 2.4 GDI 프리미엄,2019,2359,14670,흰색,자동,가솔린,44,5,0,0,3235,2800
16,쌍용 G4 렉스턴 2.2 디젤 4WD 마제스티,2018,2157,32000,검정색,자동,디젤,48,5,0,0,4145,2800
16,쌍용 G4 렉스턴 2.2 디젤 4WD 마제스티,2018,2157,32000,검정색,자동,디젤,48,5,0,0,4145,2800
191,현대 벨로스터 2.0 T-GDi 퍼포먼스 패키지,2018,1998,315,흰색,수동,가솔린,31,5,0,0,3165,2800
81,쉐보레 카마로 SS 6.2 V8 -,2016,6162,27000,검정색,자동,가솔린,41,4,0,0,5098,2800
243,쉐보레 임팔라 2.5 프리미어 -,2018,2457,15255,검정색,자동,가솔린,42,5,0,0,3956,2800
347,현대 뉴 제네시스 G330 모던,2014,3342,58000,흰색,자동,가솔린,38,5,0,0,4660,2800
78,쌍용 뉴코란도 290SR 디젤 최고급형,2000,2874,359400,갈색,자동,디젤,19,5,0,4,2272,2800
129,기아 더 뉴 K7 2.4 GDI 프레스티지,2014,2359,19000,진회색,자동,가솔린,45,5,0,1,2960,2800
68,현대 뉴 제네시스 G380 파이니스트 에디션 AWD,2015,3778,142913,진회색,자동,가솔린,57,5,0,0,7123,2800
144,쉐보레 올 뉴 말리부 2.0 터보 LTZ 프리미엄,2017,1998,8400,진주색,자동,가솔린,25,5,0,0,3308,2800
326,현대 뉴 에쿠스 VS 380 모던,2013,3778,150000,검정색,자동,가솔린,47,5,0,7,6839,2800
80,현대 그랜져IG 2.2 e-VGT 프리미엄 스페셜,2018,2199,51237,흰색,자동,디젤,44,5,0,0,3700,2799
5,BMW 118d M 스포츠 쉐도우 에디션 F20,2018,1995,29700,파란색,자동,디젤,33,5,0,0,4410,2790
324,랜드로버 레인지로버 이보크 2.2 SD4 퓨어,2014,2179,51403,흰색,자동,디젤,36,5,0,10,6580,2790
171,랜드로버 레인지로버 이보크 2.2 SD4 퓨어,2014,2179,51403,흰색,자동,디젤,36,5,0,10,6580,2790
16,기아 스팅어 2.2 디젤 플래티넘,2017,2199,36279,흰색,자동,디젤,59,5,0,2,4030,2790
53,현대 더 뉴 제네시스 쿠페 380 GT R,2014,3778,22000,진회색,자동,가솔린,34,4,0,0,3505,2790
41,현대 그랜져IG 2.2 e-VGT 프리미엄,2016,2199,28000,검정색,자동,디젤,33,5,0,0,3475,2790
18,기아 올 뉴 카니발 2.2 디젤 9인승 노블레스,2015,2199,37000,흰색,자동,디젤,43,9,0,0,3630,2790
163,벤츠 C클래스 C200 d,2018,1598,74000,기타색상,자동,디젤,37,5,0,2,5010,2780
573,기아 스팅어 2.0 T-GDi AWD 플래티넘,2017,1998,25632,검정색,자동,가솔린,0,5,0,0,4030,2780
3,기아 더 뉴 카니발 2.2 디젤 9인승 프레스티지,2018,2199,20000,진회색,자동,디젤,39,9,0,1,3470,2780
46,BMW 5시리즈 530d xDrive M 스포츠 (13~15..,2015,2993,151000,검정색,자동,디젤,54,5,0,7,8960,2780
154,기아 스팅어 2.0 T-GDi 플래티넘,2017,1998,35500,검정색,자동,가솔린,52,5,0,2,3780,2780
167,기아 더 뉴 카니발 2.2 디젤 9인승 프레스티지,2018,2199,20000,진회색,자동,디젤,39,9,0,1,3470,2780
255,현대 그랜져IG 3.0 LPi 익스클루시브 스페셜,2017,2999,51000,검정색,자동,LPG,67,5,0,2,3505,2780
385,현대 싼타페DM 2.0 VGT 4WD 익스클루시브,2014,1995,10000,흰색,자동,디젤,41,7,0,0,3408,2780
253,현대 뉴 에쿠스 VS 380 모던,2014,3778,87000,흰색,자동,가솔린/LPG겸용,0,5,0,5,6839,2770
100,현대 뉴 에쿠스 VS 380 모던,2014,3778,87000,흰색,자동,가솔린/LPG겸용,0,5,0,5,6839,2770
68,기아 더 뉴 카니발 2.2 디젤 9인승 럭셔리,2018,2199,18000,흰색,자동,디젤,42,9,0,0,3150,2770
487,제네시스 EQ900 3.8 GDi 럭셔리,2016,3778,160000,검정색,자동,가솔린,44,5,0,1,7170,2760
